"ID","Site","Length","Width","Thickness","Other.typologies","Angle.1","Angle.2","Angle.3","Angle.4","Angle.5","Bow","Area","Long.base","Short.base","Campaign","Layer","Colour","Distal.side.length","Proximal.side.length","Date","Date.BP","Calibrated.date","Sd.Date.BP","Direction.bow","Direction.short.base","Direction.distal.side","Direction.proximal.side","Excavated.by","Extension.bow","Extension.short.base","Extension.distal.side","Extension.proximal.side","Phase","Reliability","Broad.Shape","Type.Fortea","Type.Garcia.Puchol","Type.Juan.Cabanilles","Original.museum.ID","Location.museum.ID","Inclination.bow","Inclination.short.base","Inclination.distal.side","Inclination.proximal.side","Shape.Proximal","Reliability.proximal","Shape.distal","Reliability.distal","Shape.short.base","Reliability.short.base","Shape.bow","Reliability.bow","Raw.material","Microburin","Archaeological.level","Comments","Outline.vertex","Orientation","Grid","Residual.retouch","Sector","Symmetry","Sub.grid","Location","X","Y","Z","Vertex","X_geo","Y_geo","Z_geo","rel","Label.Fortea"
99,"Cueva de la Cocina","1.72","1.07","0.23","","53.46","55.99","116.95","133.59","0","0","1.05","1.73","0.46",1942,2,"Marro

","1.04","1.17","28.11.2017",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","100","Trapezi","G2. Trapecio simetrico","TRa 9.1.1 Trapecio simetrico","G35. Trapecio simetrico","1217",120362,"No escau","Inexistent","Abrupte","Abrupte","Rectilini","Complet","Recte regular","Complet","Inexistent","Complet","No escau","No escau","Silex Fusta","No","","","Triangular","Dreta","","No","A-B-C-D","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G2"
101,"Cueva de la Cocina","2.67","0.55","0.19","","42.26","25.37","0","0","0","2.89","0.99","2.63","0",1942,2,"Rosa","1.61","1.2","28.11.2017",NA,"",NA,"No escau","Directa","Directa","Directa","Pericot","No escau","Continu","Continu","Continu","","100","Segment","G1. Segmento o media Luna","Sa 9.5 Segmento de retoque abrupto","G1. Segmento de retoque abrupto","1321",120362,"No escau","Abrupte","Abrupte","Abrupte","Convex","No escau","Recte regular","No escau","Convex","No escau","Suau esquerra","Complet","Silex Rubefactat","No","","","Segmentoïde","Esquerra","","No","A-B-C-D","No","","SIP",NA,NA,"","Segmentoide","","","",100,"G1"
104,"Cueva de la Cocina","1.74","0.73","0.27","","33.17","36.53","0","0","110.31","0","0.61","1.93","0",1942,2,"Gris","1.13","1.22","28.11.2017",NA,"",NA,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","","97.41","Triangle","G18. Triangulo con dos lados concavos (tipo Cocina)","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","1215",120362,"No escau","No escau","Abrupte","Abrupte","Concau","Incomplet","Recte regular","Incomplet","No escau","No escau","No escau","No escau","Silex Jurassic","No","","","Triangular","Dreta","","No","A-B-C-D","No","","SIP",NA,NA,"","Pedunculat punta","","","",97.41,"G18"
106,"Cueva de la Cocina","1.94","0.63","0.27","","36.73","28.1","0","0","115.17","0","0.73","2.01","0",1942,2,"Ocre/melat","1.33","1.05","28.11.2017",NA,"",NA,"No escau","No escau","Inversa","Directa","Pericot","No escau","No escau","Continu","Continu","","100","Triangle","G12. Triangulo escaleno","Ta 9.3.3 Triangulo escaleno","G3. Triangulo de retoque abrupto","1215",120362,"No escau","No escau","Abrupte","Abrupte","Convex suau","Complet","Recte regular","Complet","No escau","No escau","No escau","No escau","Silex","No","","","Triangular","Esquerra","","No","A-B-C-D","No","","SIP",NA,NA,"","Si","","","",100,"G12"
107,"Cueva de la Cocina","2.27","0.97","0.31","","42.19","28.42","0","0","109.39","0","1.01","2.29","0",1942,2,"Mel clar","1.63","1.15","28.11.2017",NA,"",NA,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","","100","Triangle","G18. Triangulo con dos lados concavos (tipo Cocina)","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","Il·legible",120362,"No escau","No escau","Abrupte","Abrupte","Convex suau","Complet","Recte regular","Complet","No escau","No escau","No escau","No escau","Silex Mel clar","No","","","Triangular","Esquerra","","No","A-B-C-D","No","","SIP",NA,NA,"","Pedunculat punta","","","",100,"G18"
109,"Cueva de la Cocina","2.14","0.85","0.2","","40.46","31.6","0","0","107.94","0","0.86","2.13","0",1942,2,"Gris","1.46","1.18","30.11.2017",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","100","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","1215",120362,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Recte regular","Complet","No escau","No escau","No escau","No escau","Silex Jurassic","No","","","Trapezoïdal","Esquerra","","No","A-B-C-D","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G7"
110,"Cueva de la Cocina","1.95","0.49","0.16","","42.51","32.73","0","0","0","2.15","0.67","1.9","0",1942,2,"Marro

 clar","1.17","0.94","30.11.2017",NA,"",NA,"No escau","Directa","Directa","Directa","Pericot","No escau","Continu","Continu","Continu","","100","Segment","G1. Segmento o media Luna","Sa 9.5 Segmento de retoque abrupto","G1. Segmento de retoque abrupto","1218",120362,"No escau","Abrupte","Abrupte","Abrupte","Convex","No escau","Recte regular","No escau","Convex","No escau","Centrat suau","Complet","Silex","No","","","Trapezoïdal","Esquerra","","No","A-B-C-D","No","","SIP",NA,NA,"","Segmentoide","","","",100,"G1"
112,"Cueva de la Cocina","1.66","1","0.26","","60.38","43.76","98.09","157.77","0","0","0.9","1.68","0.21",1942,2,"Marro

 clar","1.29","1.11","30.11.2017",NA,"",NA,"No escau","Directa","Directa","Directa","Pericot","No escau","Continu","Continu","Continu","","100","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","1218",120362,"No escau","Oblicu","Abrupte","Abrupte","Concau alt","Complet","Recte regular","Complet","Irregular","Complet","No escau","No escau","Silex","No","","es un trapeci amb una forma molt extranya, per com un peduncul que te al costat distal","Trapezoïdal","Esquerra","","No","A-B-C-D","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G7"
114,"Cueva de la Cocina","2.3","0.9","0.3","","33.97","41.19","0","0","104.84","0","0.9","2.3","0",1942,2,"Rosa","1.33","1.57","30.11.2017",NA,"",NA,"No escau","No escau","Creuat","Directa","Pericot","No escau","No escau","Continu","Continu","","100","Triangle","G18. Triangulo con dos lados concavos (tipo Cocina)","Ta 9.3.10 Triangulo con dos lados concavos tipo Cocina","G3. Triangulo de retoque abrupto","1215",120362,"No escau","No escau","Abrupte","Abrupte","Concau","Complet","Recte regular","Complet","No escau","No escau","No escau","No escau","Silex Salva","No","","","Pedunculat arrodonit","Dreta","","No","A-B-C-D","No","","SIP",NA,NA,"","Pedunculat punta","","","",100,"G18"
116,"Cueva de la Cocina","2.09","0.73","0.22","","30.72","35.39","0","0","113.88","0","0.86","2.09","0",1942,2,"Melat","1.17","1.33","30.11.2017",NA,"",NA,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","","100","Triangle","G18. Triangulo con dos lados concavos (tipo Cocina)","Ta 9.3.10 Triangulo con dos lados concavos tipo Cocina","G3. Triangulo de retoque abrupto","1215",120362,"No escau","No escau","Semiabrupte","Semiabrupte","Concau suau alt","Complet","Recte regular","Complet","No escau","No escau","No escau","No escau","Silex Melat","No","","La concavitat dels costats es tant suau que casi no pareix 'tipo Cocina'","Triangular","Dreta","","No","A-B-C-D","No","","SIP",NA,NA,"","Si","","","",100,"G18"
118,"Cueva de la Cocina","1.85","0.64","0.2","","36.05","31.79","0","0","112.16","0","0.53","1.86","0",1942,2,"Gris","1.18","1.06","30.11.2017",NA,"",NA,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","","100","Triangle","G18. Triangulo con dos lados concavos (tipo Cocina)","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","1215",120362,"No escau","No escau","Abrupte","Abrupte","Concau alt","Complet","Recte","Complet","No escau","No escau","No escau","No escau","Silex Jurassic","No","","","Triangular","Esquerra","","No","A-B-C-D","No","","SIP",NA,NA,"","Pedunculat punta","","","",100,"G18"
120,"Cueva de la Cocina","2.08","0.87","0.21","","35.52","41.22","0","0","103.26","0","0.91","2.09","0",1942,2,"Melat","1.25","1.41","30.11.2017",NA,"",NA,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","","100","Triangle","G18. Triangulo con dos lados concavos (tipo Cocina)","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","1215",120362,"No escau","No escau","Abrupte","Abrupte","Concau","Complet","Recte regular","Complet","No escau","No escau","No escau","No escau","Silex Melat","No","","Este cas es molt similar al d'abans (119), pero

 amb la 'tipologia cocina' algo mes visible perque
 el peduncul es mes marcat","Triangular","Dreta","","No","A-B-C-D","No","","SIP",NA,NA,"","Pedunculat punta","","","",100,"G18"
123,"Cueva de la Cocina","2.01","0.8","0.28","","31.33","38.6","0","0","110.07","0","0.9","2","0",1942,2,"Mel clar","1.11","1.33","30.11.2017",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","100","Trapezi","G5. Trapecio con un lado concavo","TRa 9.1.4 Trapecio con un lado concavo","G8. Trapecio con lado(s) concavo(s)","1215",120362,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Recte regular","Complet","No escau","No escau","No escau","No escau","Silex Mel clar","No","","","Triangular","Dreta","","No","A-B-C-D","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G6"
124,"Cueva de la Cocina","1.77","0.91","0.29","","42.87","35.82","0","0","101.31","0","0.83","2.06","0",1942,2,"Marro

 clar","1.43","1.23","30.11.2017",NA,"",NA,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","","97.17","Triangle","G18. Triangulo con dos lados concavos (tipo Cocina)","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","1215",120362,"No escau","No escau","Abrupte","Abrupte","Concau suau","Incomplet","Recte regular","Incomplet","No escau","No escau","No escau","No escau","Silex Fusta","No","","Tambe podria ser un escale amb el costat menut co

ncau","Triangular","Esquerra","","No","A-B-C-D","No","","SIP",NA,NA,"","Si","","","",97.17,"G18"
126,"Cueva de la Cocina","1.47","0.82","0.25","","51.45","43.39","0","0","85.16","0","0.55","1.47","0",1942,2,"Gris","1.15","1.01","30.11.2017",NA,"",NA,"No escau","No escau","Directa","Creuat","Pericot","No escau","No escau","Continu","Part trencada","","100","Triangle","G18. Triangulo con dos lados concavos (tipo Cocina)","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","1215",120362,"No escau","No escau","Abrupte","Abrupte","Concau","Complet","Recte regular","Complet","No escau","No escau","No escau","No escau","Silex","No","","","Trapezoïdal","Esquerra","","No","A-B-C-D","No","","SIP",NA,NA,"","Pedunculat punta","","","",100,"G18"
132,"Cueva de la Cocina","1.73","1.02","0.24","","52.51","39.29","0","0","88.2","0","0.74","1.85","0",1942,2,"Blanc","1.47","1.18","30.11.2017",NA,"",NA,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","","95.28","Triangle","G18. Triangulo con dos lados concavos (tipo Cocina)","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","1215",120362,"No escau","No escau","Abrupte","Abrupte","Concau suau","Incomplet","Recte regular","Complet","No escau","No escau","No escau","No escau","Silex Xungo 1","No","","","Triangular","Esquerra","","No","A-B-C-D","No","","SIP",NA,NA,"","Pedunculat punta","","","",95.28,"G18"
133,"Cueva de la Cocina","1.73","1.1","0.27","","63.73","50.19","101.17","144.91","0","0","1.07","1.76","0.55",1942,2,"Blanc","1.14","1.14","30.11.2017",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","100","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","1217",120362,"No escau","Inexistent","Abrupte","Abrupte","Concau suau alt","Complet","Recte regular","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","","Trapezoïdal","Esquerra","","No","A-B-C-D","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G7"
134,"Cueva de la Cocina","2.12","0.89","0.29","","37.71","35.2","0","0","107.09","0","1.09","2.1","0",1942,2,"Rosa","1.35","1.27","30.11.2017",NA,"",NA,"No escau","No escau","Creuat","Directa","Pericot","No escau","No escau","Continu","Continu","","100","Triangle","G9. Triangulo isosceles","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","1215",120362,"No escau","No escau","Abrupte","Abrupte","Rectilini","Complet","Recte regular","Complet","No escau","No escau","No escau","No escau","Silex Salva","No","","","Triangular","Esquerra","","No","A-B-C-D","Si","","SIP",NA,NA,"","Si","","","",100,"G9"
135,"Cueva de la Cocina","1.58","0.96","0.16","","54.72","43.87","129.13","132.28","0","0","0.8","1.76","0.3",1942,2,"Crema","1.22","1.01","30.11.2017",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Part trencada","","95.24","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","1215",120362,"No escau","Inexistent","Abrupte","Abrupte","Concau suau","Incomplet","Recte regular","Complet","Inexistent","Complet","No escau","No escau","Silex Crema","No","","","Trapezoïdal","Esquerra","","No","A-B-C-D","No","","SIP",NA,NA,"","Taprezoidal","","","",95.24,"G7"
140,"Cueva de la Cocina","1.78","0.72","0.26","","35.92","32.83","0","0","111.24","0","0.65","2.06","0",1942,2,"Gris","1.3","1.2","30.11.2017",NA,"",NA,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","","97.46","Triangle","G18. Triangulo con dos lados concavos (tipo Cocina)","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","1215",120362,"No escau","No escau","Abrupte","Abrupte","Concau","Incomplet","Recte regular","Incomplet","No escau","No escau","No escau","No escau","Silex Dalmata","No","","","Triangular","Esquerra","","No","A-B-C-D","Si","","SIP",NA,NA,"","Pedunculat arrodonit","","","",97.46,"G18"
141,"Cueva de la Cocina","1.75","0.67","0.18","","41.83","28.6","142.35","147.21","0","0","0.64","2.01","0.23",1942,2,"Ocre","1.28","0.89","30.11.2017",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","95.12","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","1215",120362,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Recte regular","Incomplet","Inexistent","Complet","No escau","No escau","Silex","No","","","Triangular","Esquerra","","No","A-B-C-D","No","","SIP",NA,NA,"","Taprezoidal","","","",95.12,"G7"
142,"Cueva de la Cocina","1.58","0.67","0.21","","42.48","44.71","140.36","132.45","0","0","0.75","1.92","0.6",1942,2,"Gris","0.92","0.91","30.11.2017",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","95.54","Trapezi","G7. Trapecio con un lado convexo","TRa 9.1.6 Trapecio con un lado convexo","G10. Trapecio con lado(s) convexo(s)","1217",120362,"No escau","Inexistent","Abrupte","Abrupte","Concau","Incomplet","Recte regular","Incomplet","Inexistent","Complet","No escau","No escau","Silex Jurassic","No","","","Trapezoïdal","Esquerra","","Si","A-B-C-D","Si","","SIP",NA,NA,"","Taprezoidal","","","",95.54,"G8"
148,"Cueva de la Cocina","1.36","0.63","0.17","","47.7","37.17","0","0","95.13","0","0.44","1.36","0",1942,2,"Melat","1.01","0.82","30.11.2017",NA,"",NA,"No escau","No escau","Directa","Inversa","Pericot","No escau","No escau","Continu","Continu","","100","Triangle","G9. Triangulo isosceles","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","1219",120362,"No escau","No escau","Abrupte","Abrupte","Rectilini","Complet","Recte regular","Complet","No escau","No escau","No escau","No escau","Silex Melat","No","","","Triangular","Esquerra","","No","A-B-C-D","No","","SIP",NA,NA,"","Si","","","",100,"G9"
151,"Cueva de la Cocina","1.63","0.49","0.17","","50.84","32.77","0","0","0","1.92","0.55","1.62","0",1942,2,"Mel clar","0.97","0.89","30.11.2017",NA,"",NA,"No escau","Directa","Directa","Directa","Pericot","No escau","Continu","Continu","Continu","","100","Segment","G1. Segmento o media Luna","Sa 9.5 Segmento de retoque abrupto","G1. Segmento de retoque abrupto","1216",120362,"No escau","Abrupte","Abrupte","Abrupte","Convex","No escau","Recte regular","No escau","Convex","No escau","Suau esquerra","Complet","Silex Mel clar","No","","","Trapezoïdal","Esquerra","","No","A-B-C-D","No","","SIP",NA,NA,"","Segmentoide","","","",100,"G1"
154,"Cueva de la Cocina","2.15","0.79","0.16","","53.89","22.33","0","0","103.78","0","0.95","2.13","0",1942,2,"Crema","1.77","0.83","05.12.2017",NA,"",NA,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","","100","Triangle","G12. Triangulo escaleno","Ta 9.3.3 Triangulo escaleno","G3. Triangulo de retoque abrupto","1215",120362,"No escau","No escau","Abrupte","Abrupte","Rectilini","Complet","Recte regular","Complet","No escau","No escau","No escau","No escau","Silex","No","","","Triangular","Esquerra","","No","A-B-C-D","No","","SIP",NA,NA,"","Si","","","",100,"G12"
158,"Cueva de la Cocina","1.87","0.76","0.2","","37.65","31.01","0","0","111.33","0","0.71","2.22","0",1942,2,"Gris","1.46","1.23","05.12.2017",NA,"",NA,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","","95.67","Triangle","G18. Triangulo con dos lados concavos (tipo Cocina)","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","1215",120362,"No escau","No escau","Abrupte","Abrupte","Concau","Incomplet","Recte regular","Incomplet","No escau","No escau","No escau","No escau","Silex","No","","","Triangular","Esquerra","","No","A-B-C-D","No","","SIP",NA,NA,"","Pedunculat quadrat","","","",95.67,"G18"
